Round   0, Devices participated 10, Average loss 0.375, Central accuracy on global test data 29.297, Ensemble accuracy on global test data 34.854, Local accuracy on global train data 19.368, Local accuracy on local train data 92.433
Round 1303, Devices participated 10, Average loss 0.004, Central accuracy on global test data 97.596, Ensemble accuracy on global test data 95.312, Local accuracy on global train data 96.135, Local accuracy on local train data 99.950
Round 1304, Devices participated 10, Average loss 0.004, Central accuracy on global test data 97.436, Ensemble accuracy on global test data 95.049, Local accuracy on global train data 95.728, Local accuracy on local train data 99.867
Round 1305, Devices participated 10, Average loss 0.003, Central accuracy on global test data 97.546, Ensemble accuracy on global test data 95.264, Local accuracy on global train data 95.142, Local accuracy on local train data 99.950
Round 1306, Devices participated 10, Average loss 0.005, Central accuracy on global test data 97.516, Ensemble accuracy on global test data 95.146, Local accuracy on global train data 92.583, Local accuracy on local train data 99.900
Round 1307, Devices participated 10, Average loss 0.003, Central accuracy on global test data 97.436, Ensemble accuracy on global test data 95.146, Local accuracy on global train data 95.474, Local accuracy on local train data 99.950
Round 1308, Devices participated 10, Average loss 0.004, Central accuracy on global test data 97.456, Ensemble accuracy on global test data 95.078, Local accuracy on global train data 94.463, Local accuracy on local train data 99.883
Round 1309, Devices participated 10, Average loss 0.003, Central accuracy on global test data 97.175, Ensemble accuracy on global test data 95.195, Local accuracy on global train data 96.401, Local accuracy on local train data 99.967
Round 1310, Devices participated 10, Average loss 0.002, Central accuracy on global test data 97.185, Ensemble accuracy on global test data 95.293, Local accuracy on global train data 96.497, Local accuracy on local train data 99.983
Round 1311, Devices participated 10, Average loss 0.004, Central accuracy on global test data 97.546, Ensemble accuracy on global test data 95.312, Local accuracy on global train data 96.113, Local accuracy on local train data 99.950
Round 1312, Devices participated 10, Average loss 0.032, Central accuracy on global test data 97.496, Ensemble accuracy on global test data 95.049, Local accuracy on global train data 91.582, Local accuracy on local train data 99.533
Round 1313, Devices participated 10, Average loss 0.003, Central accuracy on global test data 97.546, Ensemble accuracy on global test data 95.303, Local accuracy on global train data 94.351, Local accuracy on local train data 99.933
Round 1314, Devices participated 10, Average loss 0.003, Central accuracy on global test data 97.476, Ensemble accuracy on global test data 95.186, Local accuracy on global train data 96.855, Local accuracy on local train data 99.950
Round 1315, Devices participated 10, Average loss 0.005, Central accuracy on global test data 97.576, Ensemble accuracy on global test data 95.303, Local accuracy on global train data 95.508, Local accuracy on local train data 99.867
Round 1316, Devices participated 10, Average loss 0.004, Central accuracy on global test data 97.606, Ensemble accuracy on global test data 95.303, Local accuracy on global train data 95.686, Local accuracy on local train data 99.917
Round 1317, Devices participated 10, Average loss 0.009, Central accuracy on global test data 97.666, Ensemble accuracy on global test data 95.244, Local accuracy on global train data 94.697, Local accuracy on local train data 99.750
Round 1318, Devices participated 10, Average loss 0.006, Central accuracy on global test data 97.706, Ensemble accuracy on global test data 95.244, Local accuracy on global train data 94.395, Local accuracy on local train data 99.800
Round 1319, Devices participated 10, Average loss 0.043, Central accuracy on global test data 97.686, Ensemble accuracy on global test data 95.254, Local accuracy on global train data 90.295, Local accuracy on local train data 99.400
Round 1320, Devices participated 10, Average loss 0.008, Central accuracy on global test data 97.746, Ensemble accuracy on global test data 95.186, Local accuracy on global train data 93.105, Local accuracy on local train data 99.800
Round 1321, Devices participated 10, Average loss 0.003, Central accuracy on global test data 97.636, Ensemble accuracy on global test data 95.303, Local accuracy on global train data 96.570, Local accuracy on local train data 99.983
Round 1322, Devices participated 10, Average loss 0.005, Central accuracy on global test data 97.616, Ensemble accuracy on global test data 95.156, Local accuracy on global train data 95.413, Local accuracy on local train data 99.883
Round 1323, Devices participated 10, Average loss 0.012, Central accuracy on global test data 97.636, Ensemble accuracy on global test data 95.010, Local accuracy on global train data 95.576, Local accuracy on local train data 99.667
Round 1324, Devices participated 10, Average loss 0.003, Central accuracy on global test data 97.716, Ensemble accuracy on global test data 94.990, Local accuracy on global train data 96.106, Local accuracy on local train data 99.933
Round 1325, Devices participated 10, Average loss 0.003, Central accuracy on global test data 97.596, Ensemble accuracy on global test data 95.254, Local accuracy on global train data 96.155, Local accuracy on local train data 99.967
Round 1326, Devices participated 10, Average loss 0.003, Central accuracy on global test data 97.626, Ensemble accuracy on global test data 95.332, Local accuracy on global train data 96.208, Local accuracy on local train data 99.967
Round 1327, Devices participated 10, Average loss 0.033, Central accuracy on global test data 97.676, Ensemble accuracy on global test data 95.195, Local accuracy on global train data 93.445, Local accuracy on local train data 99.300
Round 1328, Devices participated 10, Average loss 0.062, Central accuracy on global test data 97.656, Ensemble accuracy on global test data 94.873, Local accuracy on global train data 91.531, Local accuracy on local train data 99.033
Round 1329, Devices participated 10, Average loss 0.025, Central accuracy on global test data 97.716, Ensemble accuracy on global test data 95.000, Local accuracy on global train data 92.915, Local accuracy on local train data 99.450
Round 1330, Devices participated 10, Average loss 0.003, Central accuracy on global test data 97.656, Ensemble accuracy on global test data 95.352, Local accuracy on global train data 96.792, Local accuracy on local train data 99.983
Round 1331, Devices participated 10, Average loss 0.002, Central accuracy on global test data 97.636, Ensemble accuracy on global test data 95.420, Local accuracy on global train data 97.202, Local accuracy on local train data 99.967
Round 1332, Devices participated 10, Average loss 0.007, Central accuracy on global test data 97.646, Ensemble accuracy on global test data 95.273, Local accuracy on global train data 93.850, Local accuracy on local train data 99.833
Round 1333, Devices participated 10, Average loss 0.005, Central accuracy on global test data 97.596, Ensemble accuracy on global test data 95.215, Local accuracy on global train data 96.155, Local accuracy on local train data 99.900
