Round   0, Devices participated 10, Average loss 0.109, Central accuracy on global test data 25.030, Ensemble accuracy on global test data 21.123, Local accuracy on global train data 11.909, Local accuracy on local train data 97.933
Round 1407, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.002, Ensemble accuracy on global test data 92.695, Local accuracy on global train data 67.263, Local accuracy on local train data 99.933
Round 1408, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.521, Ensemble accuracy on global test data 91.729, Local accuracy on global train data 69.092, Local accuracy on local train data 99.950
Round 1409, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.692, Ensemble accuracy on global test data 91.387, Local accuracy on global train data 60.210, Local accuracy on local train data 99.900
Round 1410, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.832, Ensemble accuracy on global test data 87.227, Local accuracy on global train data 58.052, Local accuracy on local train data 99.833
Round 1411, Devices participated 10, Average loss 0.004, Central accuracy on global test data 95.743, Ensemble accuracy on global test data 84.424, Local accuracy on global train data 58.625, Local accuracy on local train data 99.833
Round 1412, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.082, Ensemble accuracy on global test data 92.480, Local accuracy on global train data 67.180, Local accuracy on local train data 99.950
Round 1413, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.693, Ensemble accuracy on global test data 92.188, Local accuracy on global train data 68.167, Local accuracy on local train data 99.917
Round 1414, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.513, Ensemble accuracy on global test data 92.480, Local accuracy on global train data 61.025, Local accuracy on local train data 99.917
Round 1415, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.291, Ensemble accuracy on global test data 92.480, Local accuracy on global train data 74.260, Local accuracy on local train data 99.950
Round 1416, Devices participated 10, Average loss 0.002, Central accuracy on global test data 93.940, Ensemble accuracy on global test data 91.787, Local accuracy on global train data 71.396, Local accuracy on local train data 99.950
Round 1417, Devices participated 10, Average loss 0.002, Central accuracy on global test data 91.286, Ensemble accuracy on global test data 91.064, Local accuracy on global train data 69.333, Local accuracy on local train data 99.983
Round 1418, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.209, Ensemble accuracy on global test data 83.809, Local accuracy on global train data 64.058, Local accuracy on local train data 99.900
Round 1419, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.433, Ensemble accuracy on global test data 91.279, Local accuracy on global train data 57.148, Local accuracy on local train data 99.850
Round 1420, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.102, Ensemble accuracy on global test data 93.057, Local accuracy on global train data 64.246, Local accuracy on local train data 99.933
Round 1421, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.403, Ensemble accuracy on global test data 93.359, Local accuracy on global train data 66.099, Local accuracy on local train data 99.933
Round 1422, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.673, Ensemble accuracy on global test data 93.232, Local accuracy on global train data 63.950, Local accuracy on local train data 99.900
Round 1423, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.543, Ensemble accuracy on global test data 92.754, Local accuracy on global train data 70.920, Local accuracy on local train data 99.933
Round 1424, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.192, Ensemble accuracy on global test data 89.863, Local accuracy on global train data 73.345, Local accuracy on local train data 99.917
Round 1425, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.633, Ensemble accuracy on global test data 91.992, Local accuracy on global train data 67.832, Local accuracy on local train data 99.950
Round 1426, Devices participated 10, Average loss 0.005, Central accuracy on global test data 94.742, Ensemble accuracy on global test data 86.006, Local accuracy on global train data 54.890, Local accuracy on local train data 99.817
Round 1427, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.541, Ensemble accuracy on global test data 89.385, Local accuracy on global train data 66.543, Local accuracy on local train data 99.867
Round 1428, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.833, Ensemble accuracy on global test data 92.842, Local accuracy on global train data 69.272, Local accuracy on local train data 99.967
Round 1429, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.463, Ensemble accuracy on global test data 92.617, Local accuracy on global train data 71.741, Local accuracy on local train data 99.967
Round 1430, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.473, Ensemble accuracy on global test data 93.193, Local accuracy on global train data 66.709, Local accuracy on local train data 99.917
Round 1431, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.833, Ensemble accuracy on global test data 89.678, Local accuracy on global train data 72.329, Local accuracy on local train data 99.917
Round 1432, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.483, Ensemble accuracy on global test data 93.271, Local accuracy on global train data 72.407, Local accuracy on local train data 99.950
Round 1433, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.252, Ensemble accuracy on global test data 92.393, Local accuracy on global train data 67.490, Local accuracy on local train data 99.917
Round 1434, Devices participated 10, Average loss 0.003, Central accuracy on global test data 92.658, Ensemble accuracy on global test data 88.809, Local accuracy on global train data 63.958, Local accuracy on local train data 99.933
Round 1435, Devices participated 10, Average loss 0.002, Central accuracy on global test data 93.179, Ensemble accuracy on global test data 92.422, Local accuracy on global train data 72.302, Local accuracy on local train data 99.950
Round 1436, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.311, Ensemble accuracy on global test data 88.037, Local accuracy on global train data 61.938, Local accuracy on local train data 99.917
Round 1437, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.872, Ensemble accuracy on global test data 86.172, Local accuracy on global train data 47.771, Local accuracy on local train data 99.817
